N-.1	N-.2	N-.3	N-.4	N-.5	N-.6	enrichment_term
GO_MICROTUBULE_DEPOLYMERIZATION	0	0.236599675697216	0.987855872542646	0	0	0	GO_MICROTUBULE_DEPOLYMERIZATION
GO_MICROTUBULE_END	0	0.253405360535877	0.388330629480072	0.394129753755794	0	0	GO_MICROTUBULE_END
GO_MICROTUBULE_MINUS_END	0	0	0	0	0	0	GO_MICROTUBULE_MINUS_END
GO_MICROTUBULE_MINUS_END_BINDING	0	0	0	0	0	0	GO_MICROTUBULE_MINUS_END_BINDING
GO_MICROTUBULE_MOTOR_ACTIVITY	0.135590197197273	0	0.240509851817841	0.700790614642528	0	0	GO_MICROTUBULE_MOTOR_ACTIVITY
GO_MICROTUBULE_NUCLEATION	0	0	0	0.881736539344157	0	0	GO_MICROTUBULE_NUCLEATION
GO_MICROTUBULE_NUCLEATION_BY_INTERPHASE_MICROTUBULE_ORGANIZING_CENTER	0	0	0	0	0	0	GO_MICROTUBULE_NUCLEATION_BY_INTERPHASE_MICROTUBULE_ORGANIZING_CENTER
GO_MICROTUBULE_NUCLEATION_BY_MICROTUBULE_ORGANIZING_CENTER	0	0	0	0	0	0	GO_MICROTUBULE_NUCLEATION_BY_MICROTUBULE_ORGANIZING_CENTER
GO_MICROTUBULE_ORGANIZING_CENTER	8.76925046792361e-06	0.345100321202422	0.22621744748472	2.95248425174408	0.0414412389803769	0.00906456625581735	GO_MICROTUBULE_ORGANIZING_CENTER
GO_MICROTUBULE_ORGANIZING_CENTER_LOCALIZATION	0.184115671063548	0	0	0	0	0	GO_MICROTUBULE_ORGANIZING_CENTER_LOCALIZATION
GO_MICROTUBULE_ORGANIZING_CENTER_ORGANIZATION	0.00644004338589801	0.103140380948579	0.296420907976991	3.56479490576069	0.114175770990105	0	GO_MICROTUBULE_ORGANIZING_CENTER_ORGANIZATION
GO_MICROTUBULE_ORGANIZING_CENTER_PART	0.0194723775533034	0.0616170099062726	0.0179583034067453	3.63255259102183	0.0863314862041294	0.117529017314369	GO_MICROTUBULE_ORGANIZING_CENTER_PART
GO_MICROTUBULE_PLUS_END	0	0.314470963656187	0.458864523412642	0.464977742602356	0	0	GO_MICROTUBULE_PLUS_END
GO_MICROTUBULE_PLUS_END_BINDING	0	0.339347963560727	0.487003379031482	0.493223910572521	0	0	GO_MICROTUBULE_PLUS_END_BINDING
GO_MICROTUBULE_POLYMERIZATION	0	0.0484025142387529	1.88256125478252	0.788158360647059	0	0.320397173776572	GO_MICROTUBULE_POLYMERIZATION
GO_MICROTUBULE_POLYMERIZATION_OR_DEPOLYMERIZATION	0	0.110761730344244	1.47076774054739	0.581407476155237	0	0.24924675869032	GO_MICROTUBULE_POLYMERIZATION_OR_DEPOLYMERIZATION
GO_MICROTUBULE_SEVERING	0	0	0	0	0	0	GO_MICROTUBULE_SEVERING
GO_MICROTUBULE_SEVERING_ATPASE_ACTIVITY	0	0	0	0	0	0	GO_MICROTUBULE_SEVERING_ATPASE_ACTIVITY
GO_MICROVESICLE	0	0	0	0	0	0	GO_MICROVESICLE
GO_MICROVILLUS	0.095712428620537	0.675692716386465	0.186370644780725	1.09786926573699	0.973810263255443	0	GO_MICROVILLUS
GO_MICROVILLUS_ASSEMBLY	0	0	0	0	0	0	GO_MICROVILLUS_ASSEMBLY
GO_MICROVILLUS_MEMBRANE	0	0	0	0	0	0	GO_MICROVILLUS_MEMBRANE
GO_MICROVILLUS_ORGANIZATION	0	0.398485267677524	0	0	0	0.862895614868336	GO_MICROVILLUS_ORGANIZATION
GO_MICTURITION	0	0	0	0	0	0	GO_MICTURITION
GO_MIDBODY	0.0831755743621404	1.56478922103414	0.29037232885899	0.0529586059723519	0.490430731046607	0.297077498055597	GO_MIDBODY
GO_MIDBODY_ABSCISSION	0	0.314470963656187	0	0.464977742602356	0.690182285804172	0	GO_MIDBODY_ABSCISSION
GO_MIDBRAIN_DEVELOPMENT	0	0.321368069438082	0.186370644780725	0.568427077764296	0	0	GO_MIDBRAIN_DEVELOPMENT
GO_MIDBRAIN_DOPAMINERGIC_NEURON_DIFFERENTIATION	0	0	0	0	0	0	GO_MIDBRAIN_DOPAMINERGIC_NEURON_DIFFERENTIATION
GO_MIDBRAIN_HINDBRAIN_BOUNDARY_DEVELOPMENT	0	0	0	0	0	0	GO_MIDBRAIN_HINDBRAIN_BOUNDARY_DEVELOPMENT
GO_MIDDLE_EAR_MORPHOGENESIS	0	0	0	0	0	0	GO_MIDDLE_EAR_MORPHOGENESIS
GO_MIDGUT_DEVELOPMENT	0	0	0	0	0	0	GO_MIDGUT_DEVELOPMENT
GO_MINERALOCORTICOID_BIOSYNTHETIC_PROCESS	0	0	0	0	0	0	GO_MINERALOCORTICOID_BIOSYNTHETIC_PROCESS
GO_MINUS_END_DIRECTED_ORGANELLE_TRANSPORT_ALONG_MICROTUBULE	0	0	0	0	0	0	GO_MINUS_END_DIRECTED_ORGANELLE_TRANSPORT_ALONG_MICROTUBULE
GO_MIRNA_BINDING	0	0	0	0	0	0.557085994771716	GO_MIRNA_BINDING
GO_MIRNA_CATABOLIC_PROCESS	0	0	0	0	0	0	GO_MIRNA_CATABOLIC_PROCESS
GO_MIRNA_LOADING_ONTO_RISC_INVOLVED_IN_GENE_SILENCING_BY_MIRNA	0	0	0	0	0	0	GO_MIRNA_LOADING_ONTO_RISC_INVOLVED_IN_GENE_SILENCING_BY_MIRNA
GO_MIRNA_MEDIATED_INHIBITION_OF_TRANSLATION	0	0	0	0	0	0.862895614868336	GO_MIRNA_MEDIATED_INHIBITION_OF_TRANSLATION
GO_MIRNA_METABOLIC_PROCESS	0	0.727412585653949	0	0.394129753755794	0	0	GO_MIRNA_METABOLIC_PROCESS
GO_MISFOLDED_PROTEIN_BINDING	0	0	0	0.394129753755794	0	0	GO_MISFOLDED_PROTEIN_BINDING
GO_MISMATCH_REPAIR	0	0	0	0	0	0	GO_MISMATCH_REPAIR
GO_MISMATCH_REPAIR_COMPLEX	0	0	0	0	0	0	GO_MISMATCH_REPAIR_COMPLEX
GO_MISMATCH_REPAIR_COMPLEX_BINDING	0	0	0	0	0	0	GO_MISMATCH_REPAIR_COMPLEX_BINDING
GO_MISMATCHED_DNA_BINDING	0	0	0	0	0	0	GO_MISMATCHED_DNA_BINDING
GO_MITOCHONDRIA_ASSOCIATED_ENDOPLASMIC_RETICULUM_MEMBRANE	0.401346594289321	0	0	0	0.79315476646961	0	GO_MITOCHONDRIA_ASSOCIATED_ENDOPLASMIC_RETICULUM_MEMBRANE
GO_MITOCHONDRIAL_ACETYL_COA_BIOSYNTHETIC_PROCESS_FROM_PYRUVATE	0	0	0	0	0	0	GO_MITOCHONDRIAL_ACETYL_COA_BIOSYNTHETIC_PROCESS_FROM_PYRUVATE
GO_MITOCHONDRIAL_ALPHA_KETOGLUTARATE_DEHYDROGENASE_COMPLEX	0	0	0	0	0	0	GO_MITOCHONDRIAL_ALPHA_KETOGLUTARATE_DEHYDROGENASE_COMPLEX
GO_MITOCHONDRIAL_CALCIUM_ION_HOMEOSTASIS	0.692244544508908	0	0.368473745102368	0	0.588155576565743	0	GO_MITOCHONDRIAL_CALCIUM_ION_HOMEOSTASIS
GO_MITOCHONDRIAL_CALCIUM_ION_TRANSMEMBRANE_TRANSPORT	1.13873345380957	0	2.46631995880781	0	0	0	GO_MITOCHONDRIAL_CALCIUM_ION_TRANSMEMBRANE_TRANSPORT
GO_MITOCHONDRIAL_CRISTA	0	0	0	0	0	0	GO_MITOCHONDRIAL_CRISTA
GO_MITOCHONDRIAL_DEPOLARIZATION	0.294638847351938	0.292080480511564	0	1.14833595385269	0	0	GO_MITOCHONDRIAL_DEPOLARIZATION
GO_MITOCHONDRIAL_DNA_METABOLIC_PROCESS	0	0	0	0	0	0	GO_MITOCHONDRIAL_DNA_METABOLIC_PROCESS
GO_MITOCHONDRIAL_DNA_REPAIR	0	0	0	0	0	0	GO_MITOCHONDRIAL_DNA_REPAIR
GO_MITOCHONDRIAL_DNA_REPLICATION	0	0	0	0	0	0	GO_MITOCHONDRIAL_DNA_REPLICATION
GO_MITOCHONDRIAL_ELECTRON_TRANSPORT_NADH_TO_UBIQUINONE	0.0581031002853318	0	0	0	0	0.919077643995479	GO_MITOCHONDRIAL_ELECTRON_TRANSPORT_NADH_TO_UBIQUINONE
GO_MITOCHONDRIAL_ELECTRON_TRANSPORT_UBIQUINOL_TO_CYTOCHROME_C	0.369943532104807	0	0	0.524459945914035	0	0.824594974163975	GO_MITOCHONDRIAL_ELECTRON_TRANSPORT_UBIQUINOL_TO_CYTOCHROME_C
GO_MITOCHONDRIAL_ENVELOPE	25.829960755355	1.79410020878427e-05	1.08007706435127	0.0566142122850606	4.98274397303359e-05	1.22345770078492	GO_MITOCHONDRIAL_ENVELOPE
GO_MITOCHONDRIAL_FISSION	0	0.551968771261789	0.83497155550688	0	0.510693854494271	0	GO_MITOCHONDRIAL_FISSION
GO_MITOCHONDRIAL_FRAGMENTATION_INVOLVED_IN_APOPTOTIC_PROCESS	0	0	0	0	0	0	GO_MITOCHONDRIAL_FRAGMENTATION_INVOLVED_IN_APOPTOTIC_PROCESS
GO_MITOCHONDRIAL_FUSION	0	0	0	0.394129753755794	0	0	GO_MITOCHONDRIAL_FUSION
GO_MITOCHONDRIAL_GENE_EXPRESSION	31.564790461485	0.0302005580861297	0.30150701793707	0	0	0	GO_MITOCHONDRIAL_GENE_EXPRESSION
GO_MITOCHONDRIAL_GENOME_MAINTENANCE	0.274307275075792	0	0	0.415752086919552	0.635295089597173	0	GO_MITOCHONDRIAL_GENOME_MAINTENANCE
GO_MITOCHONDRIAL_INTERMEMBRANE_SPACE_PROTEIN_TRANSPORTER_COMPLEX	0	0	0	0	0	0	GO_MITOCHONDRIAL_INTERMEMBRANE_SPACE_PROTEIN_TRANSPORTER_COMPLEX
GO_MITOCHONDRIAL_MATRIX	23.3487535914518	6.71106120846739e-05	5.1911143916055	0.000208214595067694	0	0.0402179322663073	GO_MITOCHONDRIAL_MATRIX
GO_MITOCHONDRIAL_MEMBRANE_ORGANIZATION	0.0791308088362799	0.0244213323301778	0.245732631462306	0.0232413389880867	0.0972164083994418	1.35725062357511	GO_MITOCHONDRIAL_MEMBRANE_ORGANIZATION
GO_MITOCHONDRIAL_MEMBRANE_PART	0.697960047252126	7.89280125270189e-05	0.10022654732632	0.0434106106834858	0.0230070280337236	1.95849561860062	GO_MITOCHONDRIAL_MEMBRANE_PART
GO_MITOCHONDRIAL_OUTER_MEMBRANE_PERMEABILIZATION	0.08084261541952	0.27976629458391	0.16497802073529	0.169053618412814	0.33758761365819	0.393894927968866	GO_MITOCHONDRIAL_OUTER_MEMBRANE_PERMEABILIZATION
GO_MITOCHONDRIAL_OUTER_MEMBRANE_TRANSLOCASE_COMPLEX	0	0	0	0	0	0	GO_MITOCHONDRIAL_OUTER_MEMBRANE_TRANSLOCASE_COMPLEX
GO_MITOCHONDRIAL_PART	0	0	0	0	0	0	GO_MITOCHONDRIAL_PART
GO_MITOCHONDRIAL_PROTEIN_CATABOLIC_PROCESS	0	0	0	0	0	0	GO_MITOCHONDRIAL_PROTEIN_CATABOLIC_PROCESS
GO_MITOCHONDRIAL_PROTEIN_COMPLEX	22.5903017620563	0	0.165813901784111	0.00043383124329674	0	1.46077493842657	GO_MITOCHONDRIAL_PROTEIN_COMPLEX
GO_MITOCHONDRIAL_PROTEIN_PROCESSING	0	0.398485267677524	1.40452415373639	0	0	0	GO_MITOCHONDRIAL_PROTEIN_PROCESSING
GO_MITOCHONDRIAL_PROTON_TRANSPORTING_ATP_SYNTHASE_COMPLEX_ASSEMBLY	0	0	0	0	0	0	GO_MITOCHONDRIAL_PROTON_TRANSPORTING_ATP_SYNTHASE_COMPLEX_ASSEMBLY
GO_MITOCHONDRIAL_PROTON_TRANSPORTING_ATP_SYNTHASE_COMPLEX_COUPLING_FACTOR_F_O_	0	0	0	0	0	0	GO_MITOCHONDRIAL_PROTON_TRANSPORTING_ATP_SYNTHASE_COMPLEX_COUPLING_FACTOR_F_O_
GO_MITOCHONDRIAL_RESPIRATORY_CHAIN_COMPLEX_ASSEMBLY	0.432606910914966	0	0	0.0325595454134604	0	1.51558527097215	GO_MITOCHONDRIAL_RESPIRATORY_CHAIN_COMPLEX_ASSEMBLY
GO_MITOCHONDRIAL_RESPIRATORY_CHAIN_COMPLEX_I	0.0581031002853318	0	0	0	0	0.919077643995479	GO_MITOCHONDRIAL_RESPIRATORY_CHAIN_COMPLEX_I
GO_MITOCHONDRIAL_RESPIRATORY_CHAIN_COMPLEX_III_ASSEMBLY	0	0	0	0	0	0	GO_MITOCHONDRIAL_RESPIRATORY_CHAIN_COMPLEX_III_ASSEMBLY
GO_MITOCHONDRIAL_RESPIRATORY_CHAIN_COMPLEX_IV	0	0	0	0	0	0	GO_MITOCHONDRIAL_RESPIRATORY_CHAIN_COMPLEX_IV
GO_MITOCHONDRIAL_RESPIRATORY_CHAIN_COMPLEX_IV_ASSEMBLY	0.223489356887777	0	0	0	0	1.55510360470033	GO_MITOCHONDRIAL_RESPIRATORY_CHAIN_COMPLEX_IV_ASSEMBLY
GO_MITOCHONDRIAL_RIBOSOME_ASSEMBLY	0	0	0	0	0	0	GO_MITOCHONDRIAL_RIBOSOME_ASSEMBLY
GO_MITOCHONDRIAL_RNA_3_END_PROCESSING	0	0	0	0	0	0	GO_MITOCHONDRIAL_RNA_3_END_PROCESSING
GO_MITOCHONDRIAL_RNA_CATABOLIC_PROCESS	0	0	0	0	0	0	GO_MITOCHONDRIAL_RNA_CATABOLIC_PROCESS
GO_MITOCHONDRIAL_RNA_METABOLIC_PROCESS	0	0.170905027277284	0.802460927682947	0	0	0	GO_MITOCHONDRIAL_RNA_METABOLIC_PROCESS
GO_MITOCHONDRIAL_RNA_MODIFICATION	0	0	0	0	0	0	GO_MITOCHONDRIAL_RNA_MODIFICATION
GO_MITOCHONDRIAL_RNA_PROCESSING	0	0.292080480511564	0.433265227318321	0	0	0	GO_MITOCHONDRIAL_RNA_PROCESSING
GO_MITOCHONDRIAL_TRANSCRIPTION	0	0.398485267677524	0.552824393574245	0	0	0	GO_MITOCHONDRIAL_TRANSCRIPTION
GO_MITOCHONDRIAL_TRANSLATION	35.4506736079485	0.00565794902251862	0.113550946805327	0	0	0	GO_MITOCHONDRIAL_TRANSLATION
GO_MITOCHONDRIAL_TRANSLATIONAL_TERMINATION	41.6462680473875	0	0.0299778825925278	0	0	0	GO_MITOCHONDRIAL_TRANSLATIONAL_TERMINATION
GO_MITOCHONDRIAL_TRANSMEMBRANE_TRANSPORT	3.03754724167806	0	1.28362901345655	0	0	0.628730579382262	GO_MITOCHONDRIAL_TRANSMEMBRANE_TRANSPORT
GO_MITOCHONDRIAL_TRANSPORT	1.63326137362118	0.0283358056292992	0.970109843701208	0.0375655067814552	0.0924143594939488	0.607189778827482	GO_MITOCHONDRIAL_TRANSPORT
GO_MITOCHONDRIAL_TRICARBOXYLIC_ACID_CYCLE_ENZYME_COMPLEX	0	0	0	0	0	0	GO_MITOCHONDRIAL_TRICARBOXYLIC_ACID_CYCLE_ENZYME_COMPLEX
GO_MITOCHONDRIAL_TRNA_METHYLATION	0	0	0	0	0	0	GO_MITOCHONDRIAL_TRNA_METHYLATION
GO_MITOCHONDRIAL_TRNA_PROCESSING	0	0.398485267677524	0.552824393574245	0	0	0	GO_MITOCHONDRIAL_TRNA_PROCESSING
GO_MITOCHONDRION	0	0	0	0	0	0	GO_MITOCHONDRION
GO_MITOCHONDRION_DISTRIBUTION	0	0.398485267677524	0	0	0	0	GO_MITOCHONDRION_DISTRIBUTION
GO_MITOCHONDRION_LOCALIZATION	0	0.449916712109934	0	0	0.449111710720637	0	GO_MITOCHONDRION_LOCALIZATION
GO_MITOCHONDRION_MORPHOGENESIS	0	0.221209693179314	0	0.355680764493178	0	0	GO_MITOCHONDRION_MORPHOGENESIS
GO_MITOCHONDRION_ORGANIZATION	0.37508727972815	0.00522831842489702	1.6081495894596	0.317304247620998	0.216571500003541	1.08459005613451	GO_MITOCHONDRION_ORGANIZATION
GO_MITOGEN_ACTIVATED_PROTEIN_KINASE_BINDING	0	0	0.31708299217405	0	0	0.592450982944077	GO_MITOGEN_ACTIVATED_PROTEIN_KINASE_BINDING
GO_MITOGEN_ACTIVATED_PROTEIN_KINASE_KINASE_BINDING	0	0	0	0	0	0	GO_MITOGEN_ACTIVATED_PROTEIN_KINASE_KINASE_BINDING
GO_MITOGEN_ACTIVATED_PROTEIN_KINASE_KINASE_KINASE_BINDING	0	0	0	1.41825091095097	0	0	GO_MITOGEN_ACTIVATED_PROTEIN_KINASE_KINASE_KINASE_BINDING
GO_MITOGEN_ACTIVATED_PROTEIN_KINASE_P38_BINDING	0	0	0	0	0	0	GO_MITOGEN_ACTIVATED_PROTEIN_KINASE_P38_BINDING
GO_MITOPHAGY	0	0.253405360535877	0.388330629480072	0.394129753755794	0	0	GO_MITOPHAGY
GO_MITOTIC_CELL_CYCLE	0	0	0	0	0	0	GO_MITOTIC_CELL_CYCLE
GO_MITOTIC_CELL_CYCLE_ARREST	0	0	0	0	0	0	GO_MITOTIC_CELL_CYCLE_ARREST
GO_MITOTIC_CELL_CYCLE_CHECKPOINT	0	0.00285100088556055	2.37271472264917	0.0843364966779474	0	0.115532116314351	GO_MITOTIC_CELL_CYCLE_CHECKPOINT
GO_MITOTIC_CHROMOSOME_CONDENSATION	0	0	3.71880677656217	0.559263488991656	0	0	GO_MITOTIC_CHROMOSOME_CONDENSATION
GO_MITOTIC_CYTOKINESIS	0.0684628039426093	0.534414909300909	0.909471122259913	0.150306822496131	0.850878940327269	0.366875051530803	GO_MITOTIC_CYTOKINESIS
GO_MITOTIC_CYTOKINETIC_PROCESS	0	0.236599675697216	0	0.374170773487695	0.588155576565743	0	GO_MITOTIC_CYTOKINETIC_PROCESS
GO_MITOTIC_DNA_INTEGRITY_CHECKPOINT	0	0.0135586956148275	1.65772302131045	0.192968079190432	0	0.197455379109299	GO_MITOTIC_DNA_INTEGRITY_CHECKPOINT
GO_MITOTIC_DNA_REPLICATION	0	0	0	0	0	0	GO_MITOTIC_DNA_REPLICATION
GO_MITOTIC_DNA_REPLICATION_CHECKPOINT	0	0	0	0	0	0	GO_MITOTIC_DNA_REPLICATION_CHECKPOINT
GO_MITOTIC_G2_DNA_DAMAGE_CHECKPOINT	0	0.271820831964657	1.94496153254985	0.415752086919552	0	0	GO_MITOTIC_G2_DNA_DAMAGE_CHECKPOINT
GO_MITOTIC_G2_M_TRANSITION_CHECKPOINT	0	0.182029556941796	1.54074399036396	0.307516935037388	0	0.574279256445467	GO_MITOTIC_G2_M_TRANSITION_CHECKPOINT
GO_MITOTIC_METAPHASE_PLATE_CONGRESSION	0	0.38845714673287	0.220484765349727	0.652366825962163	0.410386125598626	0	GO_MITOTIC_METAPHASE_PLATE_CONGRESSION
GO_MITOTIC_NUCLEAR_DIVISION	0	0.032376960425053	2.21566264959321	2.27101019080636	0.0365786852634921	0.0559069665819051	GO_MITOTIC_NUCLEAR_DIVISION
GO_MITOTIC_NUCLEAR_ENVELOPE_DISASSEMBLY	0	0	0	0	0	0	GO_MITOTIC_NUCLEAR_ENVELOPE_DISASSEMBLY
GO_MITOTIC_NUCLEAR_ENVELOPE_REASSEMBLY	0	0	0	0	0	0	GO_MITOTIC_NUCLEAR_ENVELOPE_REASSEMBLY
GO_MITOTIC_RECOMBINATION	0	0	0	0.374170773487695	0	0	GO_MITOTIC_RECOMBINATION
GO_MITOTIC_SISTER_CHROMATID_COHESION	0	0	0	1.96535193678202	0	0	GO_MITOTIC_SISTER_CHROMATID_COHESION
GO_MITOTIC_SISTER_CHROMATID_SEGREGATION	0	0.0891076192518915	1.209933526978	1.69512888022759	0.105314798906002	0.139822550962513	GO_MITOTIC_SISTER_CHROMATID_SEGREGATION
GO_MITOTIC_SPINDLE	0.0994282260660889	0.0973137448265589	0.0670150027347755	3.30073909763973	0	0.234813672846587	GO_MITOTIC_SPINDLE
GO_MITOTIC_SPINDLE_ASSEMBLY	0	0.306764615812628	0.178884783634561	2.45069482676138	0.356305619802584	0	GO_MITOTIC_SPINDLE_ASSEMBLY
GO_MITOTIC_SPINDLE_ASTRAL_MICROTUBULE	0	0	0	0	0	0	GO_MITOTIC_SPINDLE_ASTRAL_MICROTUBULE
GO_MITOTIC_SPINDLE_MIDZONE	0	0	0	0	0	0	GO_MITOTIC_SPINDLE_MIDZONE
GO_MITOTIC_SPINDLE_MIDZONE_ASSEMBLY	0	0	0	0	0	0	GO_MITOTIC_SPINDLE_MIDZONE_ASSEMBLY
GO_MITOTIC_SPINDLE_ORGANIZATION	0.0994282260660889	0.245938787979616	0.241783788674853	3.30073909763973	0.189563277313988	0.234813672846587	GO_MITOTIC_SPINDLE_ORGANIZATION
GO_MITOTIC_SPINDLE_POLE	0	0	0	3.85465474171465	0	0	GO_MITOTIC_SPINDLE_POLE
GO_MITRAL_VALVE_DEVELOPMENT	0	0	0	0	0	0	GO_MITRAL_VALVE_DEVELOPMENT
GO_MKS_COMPLEX	0	0	0	0	0	0	GO_MKS_COMPLEX
GO_MLL1_2_COMPLEX	0	0	0	1.23846956942557	0	0	GO_MLL1_2_COMPLEX
GO_MLL3_4_COMPLEX	0	0	0	0	0	0	GO_MLL3_4_COMPLEX
GO_MMXD_COMPLEX	0	0	0	0	0	0	GO_MMXD_COMPLEX
GO_MODIFICATION_BY_SYMBIONT_OF_HOST_MORPHOLOGY_OR_PHYSIOLOGY	0	0.428194532720143	0	0.245345712957401	0	0.496501356374911	GO_MODIFICATION_BY_SYMBIONT_OF_HOST_MORPHOLOGY_OR_PHYSIOLOGY
GO_MODIFICATION_DEPENDENT_MACROMOLECULE_CATABOLIC_PROCESS	0.0136260144468826	0.201293217114142	0.156624413191382	0.00235022039135036	0.000443957835672133	0.177511530309007	GO_MODIFICATION_DEPENDENT_MACROMOLECULE_CATABOLIC_PROCESS
GO_MODIFICATION_DEPENDENT_PROTEIN_BINDING	0.00966331950973824	0.175079817312205	0.0104472120801128	2.02035638630751	0.0632795606979705	0.305191858007513	GO_MODIFICATION_DEPENDENT_PROTEIN_BINDING
GO_MODIFICATION_OF_MORPHOLOGY_OR_PHYSIOLOGY_OF_OTHER_ORGANISM	0.0125993609534729	0.335584360701335	0	1.14994824832781	0.149423709931875	1.08337898275381	GO_MODIFICATION_OF_MORPHOLOGY_OR_PHYSIOLOGY_OF_OTHER_ORGANISM
GO_MODIFICATION_OF_MORPHOLOGY_OR_PHYSIOLOGY_OF_OTHER_ORGANISM_INVOLVED_IN_SYMBIOTIC_INTERACTION	0.0211879988485262	0.457958826536058	0	0.912770827366499	0	0.659806946902563	GO_MODIFICATION_OF_MORPHOLOGY_OR_PHYSIOLOGY_OF_OTHER_ORGANISM_INVOLVED_IN_SYMBIOTIC_INTERACTION
GO_MODIFICATION_OF_POSTSYNAPTIC_ACTIN_CYTOSKELETON	0	0	0	0	0	0	GO_MODIFICATION_OF_POSTSYNAPTIC_ACTIN_CYTOSKELETON
GO_MODIFICATION_OF_POSTSYNAPTIC_STRUCTURE	0	0	0	0	0	0	GO_MODIFICATION_OF_POSTSYNAPTIC_STRUCTURE
GO_MODIFICATION_OF_SYNAPTIC_STRUCTURE	0.342054738528222	0.339347963560727	1.25651095543259	0.493223910572521	0	0	GO_MODIFICATION_OF_SYNAPTIC_STRUCTURE
GO_MODIFIED_AMINO_ACID_BINDING	0.135590197197273	0.13379829837659	0.240509851817841	0.700790614642528	1.12860474035886	0	GO_MODIFIED_AMINO_ACID_BINDING
GO_MODIFIED_AMINO_ACID_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	0	0	0	0	0	0	GO_MODIFIED_AMINO_ACID_TRANSMEMBRANE_TRANSPORTER_ACTIVITY
GO_MODIFIED_AMINO_ACID_TRANSPORT	0	0	0	0	0	0	GO_MODIFIED_AMINO_ACID_TRANSPORT
GO_MODULATION_BY_HOST_OF_SYMBIONT_MOLECULAR_FUNCTION	0	0	0	0	0	0	GO_MODULATION_BY_HOST_OF_SYMBIONT_MOLECULAR_FUNCTION
GO_MODULATION_BY_HOST_OF_VIRAL_GENOME_REPLICATION	0	0	0	0	0	0	GO_MODULATION_BY_HOST_OF_VIRAL_GENOME_REPLICATION
GO_MODULATION_BY_HOST_OF_VIRAL_PROCESS	0.274307275075792	0.271820831964657	0	0.415752086919552	0	0.70219012856913	GO_MODULATION_BY_HOST_OF_VIRAL_PROCESS
GO_MODULATION_BY_HOST_OF_VIRAL_RELEASE_FROM_HOST_CELL	0	0	0	0	0	0	GO_MODULATION_BY_HOST_OF_VIRAL_RELEASE_FROM_HOST_CELL
GO_MODULATION_BY_SYMBIONT_OF_HOST_APOPTOTIC_PROCESS	0	0	0	0	0	0	GO_MODULATION_BY_SYMBIONT_OF_HOST_APOPTOTIC_PROCESS
GO_MODULATION_BY_SYMBIONT_OF_HOST_CELLULAR_PROCESS	0	0.207072912295514	0	0	0	0.611702356591729	GO_MODULATION_BY_SYMBIONT_OF_HOST_CELLULAR_PROCESS
GO_MODULATION_OF_AGE_RELATED_BEHAVIORAL_DECLINE	0	0	0	0	0	0	GO_MODULATION_OF_AGE_RELATED_BEHAVIORAL_DECLINE
GO_MODULATION_OF_EXCITATORY_POSTSYNAPTIC_POTENTIAL	0	1.94913010488603	0	0	0	0.862895614868336	GO_MODULATION_OF_EXCITATORY_POSTSYNAPTIC_POTENTIAL
GO_MODULATION_OF_GROWTH_OF_SYMBIONT_INVOLVED_IN_INTERACTION_WITH_HOST	0	0	0	0	0	0	GO_MODULATION_OF_GROWTH_OF_SYMBIONT_INVOLVED_IN_INTERACTION_WITH_HOST
GO_MODULATION_OF_MICROTUBULE_CYTOSKELETON_INVOLVED_IN_CEREBRAL_CORTEX_RADIAL_GLIA_GUIDED_MIGRATION	0	0	0	0	0	0	GO_MODULATION_OF_MICROTUBULE_CYTOSKELETON_INVOLVED_IN_CEREBRAL_CORTEX_RADIAL_GLIA_GUIDED_MIGRATION
GO_MODULATION_OF_MOLECULAR_FUNCTION_IN_OTHER_ORGANISM	0	0	0	0	0	0	GO_MODULATION_OF_MOLECULAR_FUNCTION_IN_OTHER_ORGANISM
GO_MODULATION_OF_PROGRAMMED_CELL_DEATH_IN_OTHER_ORGANISM	0	0	0	0	0	0	GO_MODULATION_OF_PROGRAMMED_CELL_DEATH_IN_OTHER_ORGANISM
GO_MODULATION_OF_SIGNAL_TRANSDUCTION_IN_OTHER_ORGANISM	0	0	0	0	0	0	GO_MODULATION_OF_SIGNAL_TRANSDUCTION_IN_OTHER_ORGANISM
GO_MODULATION_OF_TRANSCRIPTION_IN_OTHER_ORGANISM_INVOLVED_IN_SYMBIOTIC_INTERACTION	0	0.194051933131016	0	0.881736539344157	0	0	GO_MODULATION_OF_TRANSCRIPTION_IN_OTHER_ORGANISM_INVOLVED_IN_SYMBIOTIC_INTERACTION
GO_MOLECULAR_ADAPTOR_ACTIVITY	0.100978151106266	2.11882385835698	0.0592422320722003	1.6532055758435	1.38753654936394	0.0959078395417634	GO_MOLECULAR_ADAPTOR_ACTIVITY
GO_MOLECULAR_CARRIER_ACTIVITY	0	0.15101177900988	0	0.267982586570027	0	1.32342319392997	GO_MOLECULAR_CARRIER_ACTIVITY
GO_MOLECULAR_FUNCTION_REGULATOR	0	0	0	0	0	0	GO_MOLECULAR_FUNCTION_REGULATOR
GO_MOLECULAR_TRANSDUCER_ACTIVITY	0.0763630884454272	6.21473158980129	0.199315233540584	1.7687949254744	3.20502285446938	1.95849561860062	GO_MOLECULAR_TRANSDUCER_ACTIVITY
GO_MOLTING_CYCLE	0.107304976316378	0.105724073925535	0	0.608447853428653	0	0.446200378884608	GO_MOLTING_CYCLE
